,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Churn
516,31.0,10058.87,1.0,6.54,7.0,0.0
517,40.0,9133.36,0.0,4.21,7.0,0.0
518,46.0,11580.56,1.0,3.43,9.0,0.0
519,41.0,10631.84,1.0,3.47,9.0,0.0
520,32.0,10716.75,0.0,5.12,8.0,0.0
521,41.0,10919.81,0.0,4.63,8.0,0.0
522,48.0,10241.32,1.0,7.25,7.0,0.0
523,46.0,9171.56,1.0,5.02,8.0,0.0
524,40.0,7675.52,1.0,4.31,11.0,0.0
525,36.0,13308.01,0.0,5.07,8.0,0.0
526,37.0,7961.21,0.0,2.91,9.0,0.0
527,32.0,12403.6,0.0,4.99,7.0,0.0
528,46.0,10814.59,0.0,4.91,8.0,0.0
529,31.0,8829.83,1.0,4.52,8.0,0.0
530,52.0,7170.66,1.0,4.53,7.0,0.0
531,47.0,10332.16,1.0,4.89,9.0,0.0
532,41.0,14722.35,0.0,6.98,6.0,0.0
533,39.0,13532.85,1.0,5.63,9.0,0.0
534,41.0,7683.97,1.0,6.17,7.0,0.0
535,47.0,6398.91,1.0,5.0,8.0,0.0
536,37.0,14595.51,1.0,3.83,12.0,0.0
537,48.0,6783.99,1.0,3.89,8.0,0.0
538,35.0,8190.27,0.0,6.28,7.0,0.0
539,45.0,9317.12,1.0,6.93,6.0,0.0
540,40.0,10370.72,1.0,4.35,5.0,0.0
541,42.0,12277.9,1.0,5.1,8.0,0.0
542,55.0,10056.55,0.0,4.98,8.0,0.0
543,35.0,12398.62,1.0,5.6,9.0,0.0
544,40.0,10290.14,0.0,4.6,10.0,0.0
545,49.0,9957.26,0.0,4.76,7.0,0.0
546,35.0,13480.91,1.0,4.41,7.0,0.0
547,39.0,11670.73,0.0,6.45,8.0,0.0
548,31.0,7073.61,0.0,5.73,9.0,0.0
549,45.0,9852.25,1.0,4.55,8.0,0.0
550,40.0,6402.3,0.0,4.28,7.0,0.0
551,48.0,9282.99,0.0,4.32,6.0,0.0
552,37.0,8884.39,0.0,6.16,7.0,0.0
553,46.0,13296.89,1.0,4.81,6.0,0.0
554,35.0,7361.92,1.0,4.97,9.0,0.0
555,54.0,8092.55,1.0,4.55,10.0,0.0
556,39.0,9528.99,0.0,5.97,8.0,0.0
557,53.0,8122.34,0.0,3.51,9.0,0.0
558,41.0,14738.09,1.0,6.5,8.0,0.0
559,34.0,11687.29,0.0,4.54,7.0,0.0
560,43.0,7948.18,0.0,3.88,7.0,0.0
561,42.0,7915.44,1.0,6.17,8.0,0.0
562,40.0,10180.59,1.0,6.5,10.0,0.0
563,44.0,8748.36,1.0,6.32,10.0,0.0
564,41.0,8021.05,1.0,3.16,9.0,0.0
565,44.0,10445.76,0.0,7.02,8.0,0.0
566,34.0,9919.38,0.0,4.43,8.0,0.0
567,39.0,10741.9,0.0,5.48,8.0,0.0
568,40.0,7380.48,1.0,6.45,7.0,0.0
569,45.0,9649.26,1.0,3.77,9.0,0.0
570,42.0,9349.99,1.0,4.38,7.0,0.0
571,46.0,12849.1,0.0,4.97,8.0,0.0
572,38.0,10770.82,0.0,4.99,10.0,0.0
573,35.0,8828.59,0.0,6.77,9.0,0.0
574,48.0,9921.89,0.0,3.73,9.0,0.0
575,45.0,6977.56,0.0,6.94,11.0,0.0
576,44.0,8580.85,0.0,5.52,10.0,0.0
577,46.0,10469.5,0.0,6.54,10.0,0.0
578,55.0,8907.17,1.0,7.6,11.0,0.0
579,46.0,10050.61,0.0,4.99,7.0,0.0
580,38.0,10522.6,1.0,5.46,10.0,0.0
581,34.0,9265.59,0.0,5.77,8.0,0.0
582,40.0,10930.16,1.0,6.63,7.0,0.0
583,45.0,10668.91,0.0,7.21,8.0,0.0
584,47.0,11335.97,0.0,6.84,6.0,0.0
585,41.0,12247.91,0.0,5.08,9.0,0.0
586,47.0,9303.43,0.0,5.5,8.0,0.0
587,38.0,9826.29,0.0,4.93,8.0,0.0
588,37.0,10565.59,0.0,4.76,10.0,0.0
589,44.0,9855.18,0.0,6.94,7.0,0.0
590,51.0,7810.06,0.0,5.99,9.0,0.0
591,39.0,11144.51,0.0,4.25,9.0,0.0
592,36.0,8931.09,1.0,7.55,7.0,0.0
593,50.0,8929.88,0.0,5.63,7.0,0.0
594,35.0,9435.2,1.0,6.23,7.0,0.0
595,40.0,11553.65,1.0,4.43,6.0,0.0
596,60.0,9621.04,1.0,7.65,8.0,0.0
597,43.0,11401.42,0.0,3.63,10.0,0.0
598,43.0,10491.4,1.0,4.23,8.0,0.0
599,44.0,10585.86,0.0,5.54,8.0,0.0
600,52.0,10697.72,0.0,8.35,8.0,0.0
601,37.0,11430.75,0.0,5.99,10.0,0.0
602,48.0,8465.53,1.0,4.98,9.0,0.0
603,35.0,7759.15,1.0,6.06,10.0,0.0
604,42.0,13081.64,0.0,4.66,9.0,0.0
605,33.0,4711.89,0.0,4.97,7.0,0.0
606,36.0,12252.57,0.0,5.13,8.0,0.0
607,39.0,13029.61,1.0,4.83,8.0,0.0
608,43.0,10746.69,0.0,8.62,9.0,0.0
609,45.0,8665.79,0.0,5.09,9.0,0.0
610,34.0,5447.16,1.0,4.13,9.0,0.0
611,37.0,9772.95,1.0,3.81,8.0,0.0
612,41.0,7464.08,0.0,3.74,8.0,0.0
613,39.0,6168.66,1.0,4.71,8.0,0.0
614,34.0,12567.53,0.0,3.36,11.0,0.0
615,55.0,8280.03,0.0,6.33,5.0,0.0
616,36.0,11274.98,0.0,4.12,10.0,0.0
617,42.0,9635.87,1.0,2.43,9.0,0.0
618,48.0,13743.12,1.0,4.83,7.0,0.0
619,45.0,8871.53,0.0,3.76,8.0,0.0
620,37.0,8818.03,1.0,2.89,9.0,0.0
621,37.0,9788.78,0.0,5.24,7.0,0.0
622,34.0,6131.92,0.0,4.17,9.0,0.0
623,40.0,12043.27,1.0,5.04,7.0,0.0
624,40.0,12919.92,0.0,4.23,11.0,0.0
625,38.0,10367.14,0.0,5.92,9.0,0.0
626,44.0,9063.16,1.0,4.76,8.0,0.0
627,40.0,10606.97,1.0,4.11,10.0,0.0
628,42.0,8558.52,0.0,5.36,7.0,0.0
629,43.0,11375.25,1.0,5.09,9.0,0.0
630,48.0,8514.24,0.0,4.61,9.0,0.0
631,39.0,12019.93,0.0,4.87,10.0,0.0
632,38.0,9419.66,1.0,5.24,9.0,0.0
633,33.0,10309.71,1.0,2.96,7.0,0.0
634,47.0,10313.06,0.0,5.44,8.0,0.0
635,34.0,13460.92,1.0,3.67,7.0,0.0
636,54.0,10216.59,0.0,2.77,7.0,0.0
637,37.0,12766.24,0.0,3.72,9.0,0.0
638,38.0,11360.99,0.0,4.5,7.0,0.0
639,47.0,9166.22,0.0,3.51,9.0,0.0
640,41.0,8996.04,1.0,6.19,9.0,0.0
641,55.0,9743.57,0.0,5.89,8.0,0.0
642,43.0,7686.13,1.0,7.17,8.0,0.0
643,29.0,13255.05,1.0,4.89,8.0,0.0
644,48.0,8403.02,0.0,3.61,11.0,0.0
645,43.0,7277.27,1.0,5.98,8.0,0.0
646,32.0,8575.71,0.0,4.26,9.0,0.0
647,46.0,9844.79,0.0,3.57,11.0,0.0
648,42.0,7529.23,1.0,5.86,7.0,0.0
649,46.0,4111.4,0.0,3.93,8.0,0.0
650,45.0,8389.84,1.0,6.81,5.0,0.0
651,40.0,7864.63,0.0,4.56,9.0,0.0
652,39.0,8677.62,0.0,5.2,7.0,0.0
653,25.0,9672.03,0.0,5.49,8.0,0.0
654,33.0,11370.28,1.0,4.4,6.0,0.0
655,44.0,13915.9,0.0,4.61,9.0,0.0
656,35.0,10999.05,0.0,4.76,10.0,0.0
657,39.0,7636.98,0.0,5.56,9.0,0.0
658,38.0,9461.83,0.0,4.9,10.0,0.0
659,38.0,100.0,0.0,5.27,5.0,0.0
660,53.0,9655.25,0.0,4.44,10.0,0.0
661,45.0,15188.65,0.0,6.17,8.0,0.0
662,49.0,14124.0,1.0,3.02,10.0,0.0
663,44.0,14155.97,1.0,6.99,8.0,0.0
664,37.0,11294.26,0.0,4.95,10.0,0.0
665,43.0,14241.75,0.0,3.73,12.0,0.0
666,43.0,11334.3,0.0,3.47,9.0,0.0
667,34.0,7818.13,0.0,6.11,8.0,0.0
668,47.0,11520.18,1.0,5.07,9.0,0.0
669,47.0,7996.78,1.0,5.45,8.0,0.0
670,27.0,8628.8,1.0,5.3,7.0,0.0
671,39.0,10292.19,0.0,4.99,8.0,0.0
672,32.0,11540.86,0.0,3.0,7.0,0.0
673,40.0,7490.92,0.0,4.75,5.0,0.0
674,39.0,4316.73,1.0,4.79,9.0,0.0
675,41.0,11738.88,0.0,7.27,9.0,0.0
676,38.0,15509.97,0.0,4.65,8.0,0.0
677,52.0,12010.74,0.0,5.09,8.0,0.0
678,43.0,5907.07,0.0,5.89,8.0,0.0
679,39.0,10510.95,0.0,2.87,9.0,0.0
680,43.0,8914.46,0.0,6.49,7.0,0.0
681,38.0,5353.97,0.0,6.25,9.0,0.0
682,36.0,12495.15,0.0,4.86,9.0,0.0
683,45.0,13118.56,0.0,4.89,7.0,0.0
684,39.0,5846.65,1.0,6.65,9.0,0.0
685,37.0,7239.49,1.0,5.01,9.0,0.0
686,36.0,14003.88,1.0,3.54,6.0,0.0
687,43.0,9891.3,0.0,5.75,11.0,0.0
688,39.0,9655.42,1.0,5.5,8.0,0.0
689,49.0,7904.67,0.0,5.58,6.0,0.0
690,43.0,10598.35,1.0,6.72,8.0,0.0
691,31.0,10182.6,1.0,3.77,8.0,0.0
692,41.0,11316.69,0.0,6.23,10.0,0.0
693,43.0,6065.64,1.0,4.86,7.0,0.0
694,41.0,8907.76,0.0,6.99,7.0,0.0
695,45.0,9773.22,1.0,3.79,10.0,0.0
696,32.0,9036.27,0.0,7.14,11.0,0.0
697,50.0,8193.77,0.0,5.13,8.0,0.0
698,30.0,10183.98,1.0,5.14,9.0,0.0
699,44.0,9815.03,1.0,4.9,9.0,0.0
700,43.0,6098.15,0.0,3.74,8.0,0.0
701,45.0,13100.75,1.0,7.79,10.0,0.0
702,40.0,10638.66,0.0,4.35,10.0,0.0
703,52.0,9519.64,0.0,5.61,8.0,0.0
704,50.0,10358.08,0.0,5.41,8.0,0.0
705,46.0,7638.13,1.0,4.91,9.0,0.0
706,42.0,10807.46,1.0,6.74,7.0,0.0
707,37.0,11945.5,1.0,5.37,8.0,0.0
708,48.0,13597.5,0.0,6.45,8.0,0.0
709,47.0,7364.12,1.0,3.65,9.0,0.0
710,42.0,8934.99,1.0,6.21,8.0,0.0
711,34.0,13672.54,0.0,6.05,6.0,0.0
712,44.0,9446.84,0.0,4.59,10.0,0.0
713,36.0,11082.13,0.0,4.84,9.0,0.0
714,38.0,10005.91,1.0,5.44,9.0,0.0
715,38.0,11227.39,1.0,5.71,9.0,0.0
716,34.0,13574.25,0.0,5.2,9.0,0.0
717,46.0,7876.84,1.0,6.41,10.0,0.0
718,39.0,10413.93,0.0,3.75,11.0,0.0
719,36.0,11079.61,1.0,4.12,9.0,0.0
720,36.0,12192.94,1.0,6.46,9.0,0.0
721,47.0,9101.71,0.0,4.11,6.0,0.0
722,38.0,12978.81,0.0,7.94,7.0,0.0
723,43.0,8007.18,1.0,5.45,8.0,0.0
724,43.0,6471.68,0.0,4.93,9.0,0.0
725,33.0,14160.05,1.0,4.61,7.0,0.0
726,39.0,11490.75,0.0,4.93,8.0,0.0
727,40.0,11338.94,0.0,6.23,7.0,0.0
728,28.0,11245.38,0.0,6.72,8.0,0.0
729,40.0,13987.59,1.0,5.58,7.0,0.0
730,48.0,12810.16,0.0,2.21,10.0,0.0
731,45.0,10976.03,0.0,4.5,10.0,0.0
732,48.0,7737.57,1.0,4.19,9.0,0.0
733,45.0,7748.34,0.0,4.2,8.0,0.0
734,55.0,8270.52,1.0,5.15,8.0,0.0
735,32.0,11715.72,0.0,4.73,9.0,0.0
736,48.0,9219.4,1.0,5.91,6.0,0.0
737,45.0,5347.74,1.0,5.62,10.0,0.0
738,42.0,9261.41,0.0,3.92,9.0,0.0
739,41.0,11789.33,0.0,4.61,9.0,0.0
740,44.0,14023.22,1.0,3.49,10.0,0.0
741,36.0,9993.5,0.0,6.6,6.0,0.0
742,41.0,6535.91,0.0,4.83,11.0,0.0
743,44.0,12835.19,1.0,5.44,7.0,0.0
744,42.0,11654.34,0.0,5.06,10.0,0.0
745,45.0,12200.96,1.0,4.7,6.0,0.0
746,34.0,12813.91,0.0,2.41,7.0,0.0
747,36.0,10345.19,1.0,4.84,10.0,0.0
748,49.0,8232.11,0.0,6.84,8.0,0.0
749,52.0,14838.84,0.0,5.12,8.0,0.0
750,43.0,9541.45,0.0,6.05,8.0,0.0
751,46.0,7424.11,0.0,4.83,9.0,0.0
752,37.0,7062.59,1.0,4.56,9.0,0.0
753,51.0,10776.82,0.0,5.1,5.0,0.0
754,50.0,13247.31,0.0,3.48,6.0,0.0
755,40.0,8610.43,1.0,5.08,7.0,0.0
756,48.0,8863.36,0.0,6.35,7.0,0.0
757,39.0,13574.53,1.0,5.69,10.0,0.0
758,41.0,14216.37,1.0,1.81,8.0,0.0
759,48.0,11555.21,1.0,4.45,8.0,0.0
760,55.0,5720.98,1.0,6.63,8.0,0.0
761,38.0,8370.15,0.0,8.6,5.0,0.0
762,43.0,9060.28,1.0,4.95,6.0,0.0
763,44.0,7193.84,0.0,6.22,7.0,0.0
764,42.0,11225.96,0.0,5.89,7.0,0.0
765,49.0,12893.19,0.0,5.13,7.0,0.0
766,45.0,13896.99,0.0,4.26,8.0,0.0
767,43.0,12378.57,1.0,4.04,8.0,0.0
768,42.0,11768.71,1.0,6.24,7.0,0.0
769,32.0,8011.38,0.0,5.35,10.0,0.0
770,43.0,16955.76,0.0,7.04,8.0,0.0
771,43.0,10530.33,1.0,4.14,7.0,0.0
772,42.0,11783.81,1.0,5.27,7.0,0.0
773,48.0,8824.84,1.0,5.93,7.0,0.0
774,46.0,9737.34,1.0,5.17,8.0,0.0
775,49.0,8131.64,1.0,7.1,7.0,0.0
776,31.0,12264.68,1.0,5.88,8.0,0.0
777,35.0,3825.7,0.0,4.28,8.0,0.0
778,44.0,11597.38,0.0,3.45,7.0,0.0
779,55.0,5977.46,1.0,5.02,7.0,0.0
780,41.0,9608.45,0.0,5.81,7.0,0.0
781,37.0,10348.37,1.0,7.65,6.0,0.0
782,41.0,13135.26,1.0,5.27,9.0,0.0
783,34.0,12760.01,0.0,3.87,8.0,0.0
784,39.0,9848.4,1.0,6.73,10.0,0.0
785,37.0,11517.19,1.0,8.34,11.0,0.0
786,37.0,8316.89,0.0,3.6,8.0,0.0
787,40.0,7762.73,1.0,4.66,10.0,0.0
788,49.0,13510.96,1.0,6.39,9.0,0.0
789,42.0,10442.37,0.0,5.58,5.0,0.0
790,35.0,10550.87,1.0,5.72,9.0,0.0
791,31.0,5304.6,0.0,5.29,9.0,0.0
792,44.0,10157.21,0.0,6.14,7.0,0.0
793,42.0,12975.35,1.0,4.47,7.0,0.0
794,38.0,6574.25,0.0,6.18,9.0,0.0
795,33.0,12638.51,1.0,5.01,8.0,0.0
796,48.0,10746.37,1.0,4.22,8.0,0.0
797,46.0,12873.63,1.0,5.73,7.0,0.0
798,49.0,12681.35,0.0,3.68,5.0,0.0
799,46.0,7730.53,1.0,5.3,8.0,0.0
800,46.0,8603.6,0.0,6.44,9.0,0.0
801,42.0,8218.63,0.0,5.9,9.0,0.0
802,34.0,9401.99,1.0,8.25,9.0,0.0
803,39.0,6127.84,0.0,4.22,9.0,0.0
804,44.0,11794.91,0.0,6.32,6.0,0.0
805,41.0,8143.38,1.0,2.64,5.0,0.0
806,40.0,11873.76,1.0,6.5,8.0,0.0
807,22.0,11254.38,1.0,4.96,8.0,0.0
808,46.0,8951.42,0.0,4.13,8.0,0.0
809,43.0,8662.18,1.0,7.31,8.0,0.0
810,41.0,8427.12,0.0,4.37,6.0,0.0
811,55.0,11555.42,0.0,4.86,10.0,0.0
812,42.0,11670.32,0.0,5.51,7.0,0.0
813,36.0,8918.52,0.0,3.62,8.0,0.0
814,34.0,13976.64,0.0,5.16,8.0,0.0
815,44.0,6498.85,0.0,6.34,9.0,0.0
816,39.0,9303.36,0.0,4.19,10.0,0.0
817,40.0,8083.76,0.0,4.76,7.0,0.0
818,42.0,16371.42,1.0,3.84,10.0,0.0
819,32.0,5756.12,0.0,5.9,8.0,0.0
820,41.0,9574.64,1.0,3.72,7.0,0.0
821,42.0,6623.97,0.0,5.4,8.0,0.0
822,28.0,8670.98,0.0,3.99,6.0,0.0
823,48.0,10399.19,1.0,5.07,11.0,0.0
824,40.0,12542.76,1.0,5.03,8.0,0.0
825,46.0,11832.86,1.0,6.01,8.0,0.0
826,33.0,12249.96,0.0,2.96,8.0,0.0
827,49.0,11695.04,1.0,5.64,9.0,0.0
828,41.0,9000.05,0.0,5.59,6.0,0.0
829,44.0,12400.33,1.0,5.18,3.0,0.0
830,30.0,13473.35,0.0,3.84,10.0,0.0
831,44.0,12227.39,0.0,6.46,7.0,0.0
832,38.0,10788.67,0.0,4.98,7.0,0.0
833,37.0,10076.71,0.0,6.5,7.0,0.0
834,28.0,11204.23,0.0,3.67,11.0,0.0
835,39.0,14425.74,0.0,5.91,6.0,0.0
836,46.0,9988.68,1.0,5.44,8.0,0.0
837,43.0,8261.89,0.0,7.36,9.0,0.0
838,34.0,9779.12,0.0,5.89,9.0,0.0
839,51.0,10328.42,1.0,5.12,7.0,0.0
840,38.0,12913.55,1.0,4.73,7.0,0.0
841,37.0,7189.31,0.0,6.87,10.0,0.0
842,39.0,18026.01,1.0,3.82,9.0,0.0
843,26.0,8939.61,0.0,4.54,7.0,0.0
844,50.0,11294.45,1.0,2.17,10.0,0.0
845,42.0,8271.02,0.0,4.24,9.0,0.0
846,44.0,5002.58,0.0,4.57,11.0,0.0
847,45.0,11187.93,1.0,4.95,9.0,0.0
848,51.0,9764.39,1.0,6.03,8.0,0.0
849,44.0,8917.57,0.0,4.28,6.0,0.0
850,37.0,9499.3,1.0,6.81,8.0,0.0
851,41.0,8502.52,0.0,6.0,10.0,0.0
852,45.0,9576.07,1.0,7.01,8.0,0.0
853,47.0,9451.03,0.0,5.11,10.0,0.0
854,48.0,9722.23,1.0,5.98,6.0,0.0
855,49.0,11227.48,0.0,5.1,9.0,0.0
856,47.0,10718.97,0.0,5.74,7.0,0.0
857,40.0,11799.72,0.0,3.0,8.0,0.0
858,38.0,13074.81,1.0,4.67,7.0,0.0
859,49.0,9000.36,0.0,4.13,11.0,0.0
860,39.0,13731.45,1.0,8.15,10.0,0.0
861,33.0,8556.73,0.0,4.21,9.0,0.0
862,37.0,12410.67,0.0,6.12,6.0,0.0
863,48.0,11316.41,1.0,4.74,10.0,0.0
864,35.0,13035.91,1.0,5.51,6.0,0.0
865,36.0,5695.21,0.0,4.1,7.0,0.0
866,43.0,6411.25,0.0,2.82,7.0,0.0
867,42.0,9091.99,0.0,5.85,6.0,0.0
868,39.0,11680.91,1.0,6.35,7.0,0.0
869,44.0,8841.3,1.0,6.08,7.0,0.0
870,51.0,7985.76,1.0,3.48,8.0,0.0
871,35.0,11814.59,0.0,5.89,6.0,0.0
872,52.0,7077.34,1.0,5.6,8.0,0.0
873,51.0,9879.37,0.0,3.55,10.0,0.0
874,28.0,11128.95,1.0,5.12,8.0,0.0
875,40.0,11575.55,1.0,5.22,5.0,0.0
876,37.0,13268.55,0.0,3.92,11.0,0.0
877,44.0,9351.88,1.0,4.32,6.0,0.0
878,43.0,9735.41,0.0,6.12,8.0,0.0
879,45.0,9598.03,0.0,5.0,7.0,0.0
880,43.0,5805.53,0.0,5.44,5.0,0.0
881,41.0,14099.03,1.0,4.56,7.0,0.0
882,49.0,8523.04,1.0,4.15,5.0,0.0
883,42.0,6406.38,0.0,3.0,9.0,0.0
884,48.0,5622.5,0.0,6.05,7.0,0.0
885,47.0,6670.37,0.0,2.55,9.0,0.0
886,46.0,13547.39,0.0,2.67,8.0,0.0
887,47.0,9182.81,1.0,6.45,11.0,0.0
888,42.0,9741.19,1.0,3.85,9.0,0.0
889,39.0,8880.17,0.0,4.0,8.0,0.0
890,45.0,13122.89,0.0,5.84,6.0,0.0
891,41.0,12659.88,0.0,4.55,4.0,0.0
892,37.0,8286.87,1.0,6.25,8.0,0.0
893,37.0,9229.96,0.0,3.65,8.0,0.0
894,45.0,4863.73,1.0,5.17,8.0,0.0
895,42.0,12800.82,1.0,3.62,8.0,0.0
896,52.0,9893.92,0.0,6.91,7.0,0.0
897,45.0,12056.18,0.0,5.46,4.0,0.0
898,51.0,6517.93,1.0,5.47,10.0,0.0
899,39.0,9315.6,1.0,5.02,10.0,0.0
